id,Decision,Host_response_time,Host_is_superhost,Host_has_profile_pic,Host_identity_verified,Neighbourhood,Property_type,Room_type,Accommodates,Bathrooms_text,Bedrooms,Beds,Essentials,Cooking,Balcony,Parking,Price,Number_of_reviews,Review_scores_rating,Instant_bookable,Month
204,1,within an hour,t,t,t,28804,Entire rental unit,Entire home/apt,2,1 bath,1,1,5,5,0,1,$159.00 ,45,4.98,f,August
205,0,within an hour,t,t,t,28806,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,2,1,1,$119.00 ,92,4.97,f,September
206,0,within an hour,t,t,t,28801,Entire condominium,Entire home/apt,4,1 bath,1,2,5,5,1,1,$281.00 ,54,4.69,t,June
207,0,within an hour,t,t,t,28806,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,5,1,1,$108.00 ,14,4.71,f,August
208,1,within an hour,f,t,f,28801,Room in boutique hotel,Private room,2,1 bath,1,1,3,0,0,1,$289.00 ,0,,t,July
209,1,within an hour,t,t,t,28801,Entire apartment,Entire home/apt,4,1 bath,1,2,4,4,0,1,$266.00 ,71,4.76,t,July
210,1,,f,t,t,28803,Entire rental unit,Entire home/apt,2,1 bath,1,2,5,5,1,1,$116.00 ,177,4.94,t,September
211,0,within an hour,t,t,t,28806,Entire cottage,Entire home/apt,4,1 bath,2,2,5,5,1,1,$153.00 ,137,4.98,f,August
212,0,within an hour,t,t,t,28806,Entire house,Entire home/apt,4,2 baths,2,2,5,5,1,1,$95.00 ,20,4.9,t,July
213,1,within an hour,t,t,f,28801,Private room in house,Private room,2,1 private bath,1,1,4,0,0,1,$81.00 ,226,4.95,t,July
214,1,within a few hours,f,t,f,28801,Room in bed and breakfast,Hotel room,2,1 bath,1,1,4,0,0,1,$393.00 ,0,,t,September
215,1,within a few hours,f,t,t,28804,Private room in guest suite,Private room,2,1 private bath,1,1,5,0,0,1,$300.00 ,5,5,t,September
216,1,within an hour,t,t,t,28804,Entire residential home,Entire home/apt,6,2.5 baths,3,3,5,5,1,1,$125.00 ,121,4.98,t,September
217,1,within an hour,t,t,f,28803,Entire guest suite,Entire home/apt,2,1 bath,1,2,5,4,0,1,$105.00 ,141,4.92,t,September
218,0,within an hour,t,t,t,28715,Entire residential home,Entire home/apt,8,3.5 baths,3,7,5,5,1,1,$350.00 ,0,,t,September
219,1,within an hour,t,t,t,28803,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,3,1,1,$98.00 ,128,4.9,t,September
220,1,within an hour,f,t,t,28806,Entire residential home,Entire home/apt,4,1 bath,2,2,5,3,0,1,$117.00 ,47,4.6,t,September
221,0,within an hour,f,t,t,28805,Entire bungalow,Entire home/apt,4,2 baths,3,3,2,0,0,1,$198.00 ,0,,f,June
222,1,,,,,28804,Private room in bed and breakfast,Private room,2,1 private bath,1,1,5,3,0,0,$797.00 ,0,,t,June
223,0,within an hour,t,t,t,28801,Entire guest suite,Entire home/apt,4,2.5 baths,2,2,5,3,1,1,$146.00 ,73,5,f,July
224,1,within an hour,t,t,f,28801,Entire apartment,Entire home/apt,8,2 baths,2,2,5,5,1,1,$299.00 ,9,5,t,June
225,0,within an hour,f,t,t,28803,Private room in house,Private room,3,1.5 shared baths,1,2,4,5,0,1,$59.00 ,44,4.64,f,June
226,1,within an hour,t,t,t,28803,Entire guesthouse,Entire home/apt,2,1 bath,1,1,5,3,0,1,$100.00 ,253,4.96,f,July
227,1,within an hour,f,t,t,28806,Entire house,Entire home/apt,16,4 baths,6,9,3,4,0,1,$190.00 ,13,4.83,t,June
228,1,within an hour,t,t,f,28715,Entire townhouse,Entire home/apt,6,2.5 baths,3,3,5,5,1,1,$121.00 ,36,4.89,t,July
229,0,within an hour,t,t,f,28805,Entire cabin,Entire home/apt,7,1.5 baths,3,5,5,5,1,1,$294.00 ,158,4.96,t,July
230,0,within a day,t,t,t,28805,Entire cabin,Entire home/apt,6,2 baths,3,4,4,4,1,1,$300.00 ,186,4.8,f,June
231,0,within an hour,f,t,t,28803,Entire residential home,Entire home/apt,10,3 baths,4,6,5,5,1,1,$304.00 ,91,4.81,t,September
232,1,within an hour,t,t,t,28803,Entire house,Entire home/apt,6,2 baths,3,3,5,4,1,1,$301.00 ,12,4.75,t,July
233,0,within an hour,t,t,f,28804,Entire cottage,Entire home/apt,2,1 bath,1,1,5,5,1,1,$280.00 ,195,4.99,t,July
234,0,within an hour,t,t,t,28806,Entire cabin,Entire home/apt,6,2 baths,3,3,5,5,1,1,$269.00 ,161,4.9,f,July
235,0,within an hour,t,t,t,28704,Entire house,Entire home/apt,4,1 bath,2,3,5,5,1,1,$99.00 ,77,4.99,t,July
236,0,within a few hours,t,t,f,28804,Private room in house,Private room,2,1 private bath,1,1,5,5,1,1,$72.00 ,442,4.93,f,June
237,1,within an hour,t,t,t,28806,Farm stay,Entire home/apt,2,1 bath,,1,5,5,1,1,$125.00 ,12,5,t,August
238,1,within an hour,t,t,t,28804,Entire house,Entire home/apt,4,1 bath,2,3,5,5,1,1,$280.00 ,11,4.91,t,July
239,1,within an hour,f,t,t,28803,Private room in bungalow,Private room,2,1 private bath,1,1,5,2,0,1,$60.00 ,161,4.89,f,September
240,1,within an hour,t,t,f,28803,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,4,1,1,$100.00 ,29,5,t,September
241,1,within an hour,t,t,t,28806,Tiny house,Entire home/apt,2,1 bath,1,1,5,2,0,1,$85.00 ,115,4.74,t,September
242,1,within a day,t,t,t,28801,Entire condominium (condo),Entire home/apt,2,1 bath,1,1,5,5,0,1,$150.00 ,110,4.93,f,August
243,1,within an hour,t,t,t,28801,Private room in bed and breakfast,Private room,2,1 shared bath,1,0,5,1,0,1,$140.00 ,0,,t,July
244,1,within a few hours,t,t,t,28806,Entire apartment,Entire home/apt,5,1.5 baths,,4,5,4,1,1,$142.00 ,77,4.9,f,June
245,1,within an hour,t,t,t,28804,Entire bungalow,Entire home/apt,8,2 baths,3,4,5,5,1,1,$180.00 ,140,4.84,t,September
246,1,within an hour,f,t,t,28806,Private room in house,Private room,2,1 private bath,1,1,5,3,0,1,$83.00 ,164,4.73,t,June
247,1,within a few hours,t,t,t,28803,Entire house,Entire home/apt,8,3 baths,4,4,5,5,1,1,$307.00 ,54,4.98,f,June
248,1,,f,t,t,28806,Entire residential home,Entire home/apt,6,2 baths,3,3,5,5,1,1,$206.00 ,34,4.97,f,September
249,1,within an hour,t,t,t,28806,Private room in house,Private room,2,1 private bath,1,1,5,3,1,1,$150.00 ,0,,f,June
250,0,within an hour,t,t,t,28804,Entire house,Entire home/apt,7,2.5 baths,3,4,5,5,1,1,$255.00 ,34,5,t,June
251,1,within an hour,f,t,f,28804,Entire house,Entire home/apt,10,3 baths,5,5,5,5,0,1,$250.00 ,8,4.88,t,July
252,1,within an hour,t,t,t,28801,Entire condominium (condo),Entire home/apt,6,2 baths,2,3,5,5,1,1,$381.00 ,57,4.88,t,September
253,1,within an hour,t,t,t,28732,Entire residential home,Entire home/apt,8,2 baths,3,3,4,5,1,1,$284.00 ,44,4.84,t,August
254,1,within an hour,t,t,t,28801,Entire condominium,Entire home/apt,6,2 baths,2,3,4,5,1,1,$452.00 ,8,5,t,June
255,1,within an hour,t,t,t,28805,Entire rental unit,Entire home/apt,2,1 bath,1,1,5,2,0,1,$70.00 ,111,4.91,t,August
256,1,within an hour,t,t,f,28806,Entire loft,Entire home/apt,2,1 bath,1,1,5,4,1,1,$111.00 ,211,4.97,f,July
257,1,within an hour,f,t,f,28704,Entire cottage,Entire home/apt,2,1 bath,1,1,3,2,1,1,$124.00 ,21,4.43,t,August
258,1,within an hour,f,t,f,28801,Entire apartment,Entire home/apt,4,1 bath,1,1,2,4,0,0,$390.00 ,19,4.74,t,June
259,1,within an hour,f,t,f,28801,Room in bed and breakfast,Hotel room,2,1 bath,1,1,4,0,0,1,$419.00 ,0,,t,June
260,0,within an hour,t,t,t,28805,Entire condominium (condo),Entire home/apt,4,1 bath,1,3,5,5,1,1,$140.00 ,321,4.91,t,September
261,1,within an hour,t,t,t,28806,Entire guesthouse,Entire home/apt,4,1 bath,,2,5,3,0,1,$73.00 ,200,4.84,f,June
262,1,within an hour,f,t,t,28801,Entire apartment,Entire home/apt,2,1 bath,1,1,4,0,0,1,$111.00 ,209,4.52,t,July
263,1,within an hour,t,t,f,28801,Entire loft,Entire home/apt,3,1 bath,1,1,5,5,0,0,$239.00 ,18,4.94,f,July
264,1,within an hour,t,t,t,28704,Entire house,Entire home/apt,8,2 baths,4,5,5,5,1,1,$271.00 ,3,5,t,July
265,1,within an hour,t,t,t,28801,Shared room in hostel,Shared room,1,1 shared bath,1,1,5,1,0,0,$35.00 ,49,4.78,t,August
266,0,within an hour,f,t,f,28803,Private room in house,Private room,2,1 private bath,1,1,5,5,1,1,$48.00 ,27,4.74,f,July
267,0,,t,t,f,28804,Private room in residential home,Private room,2,1 private bath,1,1,5,5,1,1,$72.00 ,442,4.93,f,September
268,0,within an hour,t,t,t,28806,Entire residential home,Entire home/apt,2,2 baths,1,1,5,5,1,1,$99.00 ,0,,t,September
269,1,within an hour,t,t,f,28805,Entire rental unit,Entire home/apt,2,1 bath,1,1,5,5,1,1,$189.00 ,83,4.94,f,August
270,1,within an hour,t,t,t,28803,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,2,1,1,$60.00 ,268,4.99,t,August
271,1,within an hour,f,t,t,28801,Private room,Private room,4,1 bath,1,2,5,3,0,1,$121.00 ,67,4.43,t,August
272,1,within an hour,t,t,t,28803,Private room in bungalow,Private room,2,1 shared bath,1,1,5,5,1,1,$44.00 ,93,4.96,f,June
273,0,within an hour,t,t,f,28806,Entire house,Entire home/apt,6,1.5 baths,2,2,5,5,0,1,$275.00 ,19,5,f,June
274,0,,t,t,f,28803,Entire guesthouse,Entire home/apt,2,1 bath,1,1,5,4,1,1,$185.00 ,97,4.97,f,August
275,1,within an hour,t,t,t,28806,Entire guest suite,Entire home/apt,2,1 bath,1,1,3,2,1,1,$71.00 ,51,4.92,t,September
276,0,within an hour,t,t,t,28803,Entire guest suite,Entire home/apt,4,1 bath,1,2,5,2,1,1,$88.00 ,93,4.85,f,July
277,1,within an hour,f,t,t,28806,Entire apartment,Entire home/apt,2,1 bath,1,1,5,5,1,1,$99.00 ,124,4.71,t,June
278,1,within an hour,t,t,t,28803,Tiny house,Entire home/apt,4,1.5 baths,1,1,5,5,1,1,$100.00 ,221,4.99,t,August
279,1,within an hour,t,t,t,28806,Entire residential home,Entire home/apt,4,1 bath,2,3,5,5,1,1,$203.00 ,40,4.95,t,August
280,1,within an hour,t,t,t,28801,Entire house,Entire home/apt,4,2 baths,2,2,5,5,1,1,$356.00 ,2,4.5,t,June
281,0,,f,t,f,28801,Entire townhouse,Entire home/apt,6,2.5 baths,3,4,5,2,1,1,$164.00 ,3,5,f,July
282,0,within an hour,t,t,t,28805,Entire apartment,Entire home/apt,2,1 bath,1,1,5,4,1,1,$87.00 ,212,4.98,t,June
283,1,within an hour,f,t,t,28801,Private room in bed and breakfast,Private room,2,1 private bath,1,1,5,0,0,1,$220.00 ,2,5,t,August
284,0,,t,t,t,28715,Entire guest suite,Entire home/apt,4,1 bath,1,1,5,5,1,1,$156.00 ,75,4.95,f,June
285,0,within an hour,t,t,f,28801,Entire bungalow,Entire home/apt,6,1 bath,2,2,5,5,1,1,$121.00 ,31,4.71,t,June
286,1,,,,,28803,Entire guest suite,Entire home/apt,2,1 bath,1,2,4,0,1,0,$192.00 ,0,,t,June
287,1,within an hour,t,t,t,28806,Entire residential home,Entire home/apt,4,1 bath,2,2,5,5,1,1,$216.00 ,43,4.98,t,September
288,0,within an hour,t,t,f,28732,Private room in house,Private room,4,1.5 shared baths,2,2,5,3,1,1,$87.00 ,47,5,t,July
289,1,within an hour,t,t,t,28801,Entire condominium (condo),Entire home/apt,6,2 baths,2,3,4,5,0,1,$381.00 ,23,4.96,t,September
290,0,within a few hours,t,t,t,28804,Private room in residential home,Private room,4,3.5 baths,2,2,5,5,1,1,$475.00 ,125,4.94,f,September
291,0,within an hour,t,t,t,28806,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,4,1,1,$80.00 ,298,4.88,t,June
292,0,within an hour,t,t,t,28715,Entire house,Entire home/apt,6,2 baths,3,3,5,5,1,1,$201.00 ,32,4.88,f,July
293,0,within a few hours,t,t,t,28805,Entire cottage,Entire home/apt,4,1 bath,3,3,5,5,0,1,$93.00 ,74,4.9,f,September
294,1,within an hour,t,t,t,28801,Private room in house,Private room,2,1 private bath,1,1,4,1,1,1,$97.00 ,852,4.88,t,July
295,1,,t,t,t,28803,Private room in residential home,Private room,2,1 private bath,1,1,5,3,1,1,$112.00 ,72,4.99,t,September
296,1,within an hour,t,t,t,28806,Entire apartment,Entire home/apt,5,1 bath,2,2,5,5,1,1,$179.00 ,57,4.93,t,June
297,1,,t,t,t,28806,Private room in residential home,Private room,2,1.5 baths,1,1,5,5,1,1,$110.00 ,24,4.96,f,September
298,0,within an hour,f,t,f,28806,Private room in house,Private room,2,1 private bath,1,1,5,3,1,1,$74.00 ,5,5,f,June
299,1,within an hour,t,t,t,28805,Entire house,Entire home/apt,9,3.5 baths,4,5,5,5,1,1,$321.00 ,212,4.88,f,July
300,0,within an hour,t,t,t,28801,Entire rental unit,Entire home/apt,2,1 bath,1,2,5,4,0,1,$134.00 ,3,5,f,August
301,1,within an hour,t,t,t,28805,Entire guest suite,Entire home/apt,3,1 bath,,2,5,2,0,1,$115.00 ,232,4.96,f,August
302,1,within an hour,f,t,t,28806,Entire bungalow,Entire home/apt,5,1 bath,1,3,5,2,1,1,$121.00 ,301,4.8,f,July
303,0,,t,t,t,28801,Entire residential home,Entire home/apt,2,1 bath,1,1,5,4,1,1,$102.00 ,358,4.94,t,September
304,1,within an hour,t,t,t,28805,Entire cabin,Entire home/apt,4,1 bath,1,6,4,5,1,1,$140.00 ,31,4.94,f,September
305,0,within an hour,t,t,f,28804,Entire house,Entire home/apt,7,3.5 baths,3,3,5,5,1,1,$775.00 ,5,5,f,July
306,0,within an hour,t,t,t,28801,Entire guest suite,Entire home/apt,4,1 bath,1,1,5,3,0,1,$153.00 ,113,4.92,t,July
307,1,,t,t,t,28805,Private room in residential home,Private room,4,1 private bath,1,3,5,2,0,1,$101.00 ,60,5,f,August
308,1,,t,t,t,28704,Entire apartment,Entire home/apt,4,1 bath,1,0,5,4,1,1,$82.00 ,113,4.92,t,July
309,1,,f,t,t,28804,Tiny house,Entire home/apt,2,1 bath,,1,5,3,1,1,$135.00 ,8,4.63,t,June
310,0,within a day,f,t,f,28805,Entire bungalow,Entire home/apt,4,1 bath,2,2,5,1,0,1,$150.00 ,75,4.64,f,September
311,0,,t,t,t,28806,Entire guesthouse,Entire home/apt,4,1 bath,2,2,5,4,1,1,$143.00 ,51,4.78,f,July
312,0,within an hour,t,t,f,28803,Private room in residential home,Private room,2,1 private bath,1,1,5,3,0,1,$85.00 ,124,4.81,f,August
313,1,within an hour,t,t,t,28804,Entire house,Entire home/apt,8,3 baths,4,5,5,5,1,1,$350.00 ,21,5,t,July
314,1,within an hour,f,t,t,28806,Private room in bungalow,Private room,2,1 private bath,1,1,5,0,1,1,$120.00 ,49,4.94,f,September
315,0,within an hour,t,t,t,28804,Entire residential home,Entire home/apt,2,1.5 baths,1,1,5,5,1,1,$195.00 ,81,4.96,f,August
316,0,within an hour,t,t,t,28801,Entire residential home,Entire home/apt,2,1 bath,1,1,5,5,1,1,$75.00 ,180,4.79,f,September
317,1,within an hour,t,t,f,28804,Entire guest suite,Entire home/apt,4,1 bath,2,3,5,3,0,1,$127.00 ,28,4.93,f,June
318,1,within an hour,f,t,t,28806,Entire residential home,Entire home/apt,6,2 baths,2,3,5,5,1,1,$177.00 ,15,4.87,t,September
319,1,within an hour,t,t,t,28801,Room in bed and breakfast,Hotel room,2,1 bath,1,1,5,2,1,1,$215.00 ,24,4.96,t,July
320,1,within an hour,t,t,t,28806,Entire rental unit,Entire home/apt,2,1 bath,1,1,5,3,0,1,$116.00 ,176,4.93,t,August
321,1,within a few hours,t,t,t,28806,Entire apartment,Entire home/apt,2,1 bath,1,1,5,3,0,1,$97.00 ,368,4.96,f,June
322,0,within an hour,f,t,f,28806,Entire house,Entire home/apt,2,1 bath,1,1,5,5,1,1,$48.00 ,214,4.92,t,June
323,0,within an hour,t,t,t,28801,Entire guesthouse,Entire home/apt,3,1 bath,1,2,5,0,1,1,$85.00 ,3,5,t,August
324,1,within an hour,t,t,t,28704,Entire residential home,Entire home/apt,8,2 baths,2,2,5,5,1,1,$155.00 ,43,4.93,t,September
325,1,within an hour,t,t,t,28806,Private room in house,Private room,2,1 private bath,1,,5,3,1,1,$90.00 ,16,5,f,July
326,0,,f,t,t,28806,Entire bungalow,Entire home/apt,8,2 baths,3,4,5,5,1,1,$257.00 ,145,4.93,t,July
327,0,within an hour,t,t,t,28806,Entire residential home,Entire home/apt,2,1 bath,1,1,5,5,1,1,$107.00 ,100,5,t,August
328,1,within an hour,t,t,t,28806,Entire guest suite,Entire home/apt,3,1 bath,,2,5,2,0,1,$102.00 ,95,4.89,t,June
329,0,within an hour,t,t,t,28804,Entire guest suite,Entire home/apt,2,1 bath,,2,5,3,1,1,$106.00 ,333,5,t,September
330,0,within an hour,t,t,t,28715,Entire house,Entire home/apt,7,1.5 baths,3,3,5,2,0,1,$95.00 ,13,4.62,t,July
331,0,within an hour,t,t,t,28806,Entire house,Entire home/apt,4,1 bath,1,1,5,5,0,1,$150.00 ,204,4.98,t,June
332,0,within an hour,f,t,f,28803,Entire bungalow,Entire home/apt,5,1 bath,2,3,5,2,0,1,$179.00 ,3,5,t,June
333,1,within an hour,t,t,t,28805,Entire guest suite,Entire home/apt,3,1 bath,,2,5,2,0,1,$109.00 ,236,4.96,f,September
334,1,within an hour,f,t,t,28704,Private room in house,Private room,2,1 private bath,1,1,5,1,1,1,$51.00 ,7,5,t,July
335,1,within an hour,t,t,f,28801,Private room in house,Private room,2,1 shared bath,1,1,5,3,1,1,$49.00 ,188,4.86,t,June
336,1,within an hour,t,t,t,28806,Entire rental unit,Entire home/apt,4,1 bath,,1,4,5,1,1,$180.00 ,68,4.88,f,August
337,1,within an hour,t,t,t,28801,Entire apartment,Entire home/apt,3,1 bath,1,1,5,3,1,1,$94.00 ,144,4.9,t,June
338,1,within an hour,t,t,t,28801,Entire guest suite,Entire home/apt,2,1.5 baths,1,1,5,5,1,1,$132.00 ,322,4.92,t,September
339,1,within an hour,t,t,f,28803,Entire guest suite,Entire home/apt,4,1 bath,2,2,5,5,0,1,$135.00 ,84,4.98,f,August
340,1,within an hour,t,t,t,28704,Entire residential home,Entire home/apt,11,3 baths,4,7,5,5,1,1,$460.00 ,14,4.93,t,August
341,1,within an hour,t,t,t,28806,Camper/RV,Entire home/apt,2,1 bath,1,1,2,1,0,1,$52.00 ,34,4.88,t,August
342,0,within an hour,t,t,t,28803,Entire residential home,Entire home/apt,5,2 baths,3,3,5,2,1,1,$125.00 ,7,5,t,August
343,0,,t,t,t,28803,Entire guest suite,Entire home/apt,2,1 bath,1,1,5,3,1,1,$45.00 ,14,5,f,June
344,0,within a few hours,t,t,t,28803,Entire cottage,Entire home/apt,4,1 bath,2,2,5,5,1,1,$94.00 ,354,4.9,f,July
345,1,within an hour,t,t,t,28801,Private room in house,Private room,1,1 shared bath,1,1,4,4,1,1,$74.00 ,136,4.92,t,July
346,1,within an hour,t,t,f,28803,Entire guest suite,Entire home/apt,4,1 bath,1,2,5,4,0,1,$88.00 ,111,4.94,t,June
347,1,within an hour,t,t,t,28801,Entire condominium (condo),Entire home/apt,6,2 baths,2,3,4,4,0,1,$381.00 ,38,4.79,t,August
348,1,,f,t,t,28806,Entire guest suite,Entire home/apt,4,1 bath,1,2,5,2,1,1,$129.00 ,44,5,f,September
349,0,within an hour,f,t,t,28801,Entire house,Entire home/apt,10,4.5 baths,5,6,5,5,1,1,$550.00 ,0,,t,June
350,1,within an hour,f,t,f,28732,Entire guest suite,Entire home/apt,6,1 bath,3,3,5,3,1,1,$125.00 ,7,5,t,August
351,0,within an hour,t,t,t,28801,Entire townhouse,Entire home/apt,10,2.5 baths,3,6,5,5,1,1,$119.00 ,19,5,f,September
352,1,within an hour,f,t,f,28704,Entire residential home,Entire home/apt,7,2 baths,3,4,5,5,1,1,$199.00 ,12,4.92,t,August
353,1,within an hour,t,t,t,28806,Shared room in hostel,Shared room,3,2.5 shared baths,1,1,5,5,1,1,$33.00 ,78,4.69,t,June
354,1,within a day,f,t,f,28806,Entire cabin,Entire home/apt,4,1 bath,1,1,5,5,1,1,$150.00 ,16,4.75,f,August
355,1,within an hour,t,t,t,28805,Entire house,Entire home/apt,6,1 bath,2,2,5,5,1,1,$250.00 ,48,4.9,t,June
356,1,within an hour,t,t,t,28806,Entire bungalow,Entire home/apt,6,1 bath,2,3,5,5,1,1,$141.00 ,239,4.94,t,August
357,1,within an hour,f,t,t,28803,Entire residential home,Entire home/apt,8,2 baths,4,5,4,1,0,1,$271.00 ,14,5,f,August
358,0,,f,t,t,28805,Private room in residential home,Private room,2,1.5 shared baths,1,1,5,5,1,1,$45.00 ,47,4.87,f,September
359,1,within an hour,t,t,f,28732,Private room in house,Private room,2,1.5 shared baths,1,1,5,5,1,1,$47.00 ,148,4.93,t,June
360,0,within an hour,t,t,f,28803,Entire house,Entire home/apt,13,2.5 baths,4,7,5,5,1,1,$450.00 ,39,4.9,t,July
361,1,within an hour,t,t,t,28806,Entire house,Entire home/apt,8,2.5 baths,3,3,5,5,1,1,$281.00 ,37,4.89,f,July
362,1,within an hour,t,t,t,28805,Private room in house,Private room,2,1.5 baths,1,1,5,5,1,1,$115.00 ,56,4.98,f,July
363,1,within an hour,f,t,f,28805,Entire house,Entire home/apt,11,3 baths,5,6,2,3,1,1,$484.00 ,5,5,t,July
364,0,within an hour,t,t,f,28715,Entire rental unit,Entire home/apt,4,2 baths,2,2,4,0,0,1,$135.00 ,2,5,f,August
365,0,,f,t,t,28805,Entire guesthouse,Entire home/apt,4,1 bath,,2,5,5,0,1,$120.00 ,34,5,t,August
366,1,within an hour,t,t,t,28805,Private room in treehouse,Private room,1,Private half-bath,1,0,3,5,1,1,$85.00 ,5,5,f,June
367,1,within an hour,f,t,t,28801,Private room in bed and breakfast,Private room,2,1 private bath,1,1,5,3,1,1,$255.00 ,1,5,t,July
368,0,within an hour,t,t,t,28805,Entire apartment,Entire home/apt,2,1 bath,,1,5,4,0,1,$106.00 ,446,4.89,t,July
369,0,within an hour,t,t,t,28803,Entire house,Entire home/apt,10,3.5 baths,5,5,5,5,1,1,$573.00 ,59,4.85,t,July
370,1,within an hour,t,t,f,28803,Entire apartment,Entire home/apt,4,1 bath,1,2,5,5,0,1,$194.00 ,144,4.87,t,June
371,1,within an hour,t,t,t,28732,Entire cabin,Entire home/apt,4,1 bath,2,2,5,5,1,1,$94.00 ,159,5,f,July
372,1,within an hour,t,t,t,28732,Entire house,Entire home/apt,8,2 baths,3,3,4,5,1,1,$284.00 ,41,4.85,t,June
373,0,within an hour,t,t,f,28801,Entire rental unit,Entire home/apt,2,1 bath,1,1,5,3,1,1,$141.00 ,230,4.87,t,August
374,0,within a day,t,t,f,28806,Entire cabin,Entire home/apt,5,1 bath,2,3,5,0,1,1,$67.00 ,6,5,f,September
375,0,within an hour,t,t,t,28801,Entire house,Entire home/apt,2,1 bath,1,1,5,5,1,1,$70.00 ,180,4.79,t,July
376,1,within an hour,t,t,t,28704,Entire residential home,Entire home/apt,16,4 baths,6,9,5,5,1,1,$871.00 ,46,4.85,t,September
377,1,within an hour,f,t,f,28806,Entire rental unit,Entire home/apt,2,1 bath,1,1,5,0,0,1,$100.00 ,189,4.75,t,September
378,1,within an hour,f,t,f,28732,Entire guest suite,Entire home/apt,6,1 bath,3,3,5,3,1,1,$125.00 ,11,5,t,September
379,1,within an hour,t,t,t,28801,Private room in house,Private room,2,1 private bath,1,1,5,3,1,1,$110.00 ,170,5,t,June
380,1,,f,t,t,28801,Private room in bed and breakfast,Private room,2,1 private bath,1,1,5,0,0,1,$232.00 ,2,5,t,June
381,1,within an hour,f,t,t,28704,Entire house,Entire home/apt,12,3 baths,3,6,4,4,0,1,$275.00 ,26,4.73,t,June
382,0,,t,t,t,28806,Entire apartment,Entire home/apt,6,1 bath,2,3,5,5,1,1,$49.00 ,164,4.73,f,June
383,1,within an hour,t,t,f,28805,Entire residential home,Entire home/apt,4,1 bath,1,2,5,4,1,1,$112.00 ,39,4.95,t,September
384,1,within an hour,t,t,f,28804,Yurt,Entire home/apt,2,Half-bath,,1,3,3,0,1,$70.00 ,84,4.92,t,June
385,1,within an hour,t,t,t,28803,Private room in house,Private room,2,1 private bath,1,1,5,3,0,1,$75.00 ,86,4.99,f,July
386,0,within an hour,t,t,t,28806,Entire bungalow,Entire home/apt,5,2 baths,3,3,5,5,1,1,$155.00 ,3,5,f,July
387,1,within an hour,t,t,t,28804,Entire rental unit,Entire home/apt,2,1 bath,1,1,4,1,0,1,$92.00 ,313,5,t,August
388,0,within an hour,f,t,t,28801,Entire house,Entire home/apt,8,4.5 baths,5,6,5,5,1,1,$550.00 ,0,,t,July
389,1,,t,t,t,28806,Private room in house,Private room,4,1 private bath,1,1,5,4,1,1,$78.00 ,103,4.92,f,June
390,1,within an hour,f,t,t,28801,Entire condominium (condo),Entire home/apt,4,2 baths,2,2,3,3,0,0,$185.00 ,5,4.6,t,September
391,1,within an hour,t,t,t,28803,Entire residential home,Entire home/apt,16,9 baths,9,14,5,5,0,1,$801.00 ,0,,t,September
392,0,,t,t,t,28806,Entire guesthouse,Entire home/apt,2,1 bath,1,1,5,5,1,1,$91.00 ,52,4.96,f,August
393,1,within an hour,t,t,t,28804,Entire house,Entire home/apt,6,1 bath,2,3,5,5,1,1,$139.00 ,42,4.83,t,June
